date,Dire Straits,Eric Clapton,Mazzy Star,Neil Young,Oasis,Olivia Ong,The Beatles,The Stone Roses,Teenage Fanclub,Sunset Rollercoaster,Cigarettes After Sex,Summer Salt
2023-02-21,1,0,0,0,3,0,3,0,0,0,0,0
2023-02-22,1,0,0,0,1,0,3,0,0,1,0,1
2023-02-23,1,0,0,0,3,0,3,1,0,0,0,0
2023-02-24,1,1,0,0,4,0,2,0,0,1,0,0
2023-02-25,0,1,1,0,3,1,3,0,0,0,0,0
2023-02-26,1,2,0,0,4,0,3,0,0,1,0,0
2023-02-27,0,0,1,0,1,0,2,1,0,0,0,0
2023-02-28,0,0,0,0,3,0,2,0,0,0,0,0
2023-03-01,0,0,0,0,1,0,2,0,0,0,1,0
2023-03-02,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03,1,0,0,0,2,0,3,1,3,0,1,0
2023-03-04,0,0,0,0,1,0,3,1,0,0,1,0
2023-03-05,2,0,0,0,2,0,6,0,0,0,1,0
2023-03-06,0,0,0,1,1,1,0,0,0,0,0,0
2023-03-07,0,0,0,0,1,0,1,0,0,0,1,0
2023-03-08,0,0,0,0,2,0,3,0,0,0,0,0
2023-03-09,0,0,0,0,1,0,1,0,0,0,0,0
2023-03-10,0,1,0,0,0,0,2,0,0,1,0,0
2023-03-11,1,0,0,1,5,0,2,0,0,0,0,0
2023-03-12,0,1,0,0,5,0,1,1,0,0,0,0
2023-03-13,0,0,0,0,1,0,1,0,0,0,0,0
2023-03-14,0,0,0,0,0,0,3,0,0,0,0,0
2023-03-15,0,0,0,0,1,0,2,0,0,0,1,0
2023-03-16,0,0,0,0,1,0,2,1,0,0,0,0
2023-03-17,0,1,0,0,1,0,3,0,0,0,0,0
2023-03-18,0,0,0,0,1,0,3,0,0,0,0,0
2023-03-19,1,2,0,0,2,0,4,1,0,0,0,0
2023-03-20,0,0,0,0,2,1,3,0,0,0,0,0
2023-03-21,0,0,0,0,3,0,2,0,1,0,0,0
2023-03-22,0,0,0,0,2,0,3,0,0,0,0,0
2023-03-23,1,1,0,0,3,0,1,0,0,0,0,0
2023-03-24,0,1,0,0,2,0,4,1,0,0,1,0
2023-03-25,0,0,0,1,3,0,2,0,0,0,0,0
2023-03-26,0,2,0,0,2,0,2,1,0,0,1,0
2023-03-27,0,0,0,1,0,0,0,0,0,0,1,0
2023-03-28,0,0,0,0,3,0,2,0,0,0,1,0
2023-03-29,0,0,0,0,1,0,3,0,0,0,0,0
2023-03-30,0,0,0,0,0,0,1,0,0,0,0,0
2023-03-31,1,0,0,0,2,0,6,0,0,0,1,0
2023-04-01,0,1,0,0,2,0,2,0,0,0,1,0
2023-04-02,0,1,0,0,3,0,5,0,0,0,1,0
2023-04-03,0,0,0,0,0,0,6,0,0,1,0,0
2023-04-04,1,0,0,1,3,0,3,0,0,0,0,0
2023-04-05,0,1,0,0,4,0,6,0,0,1,2,0
2023-04-06,0,1,0,0,2,0,3,1,0,1,1,0
2023-04-07,0,0,0,0,4,0,1,0,0,0,0,0
2023-04-08,0,0,0,0,3,0,2,0,0,0,0,0
2023-04-09,0,0,0,0,2,0,3,0,0,0,0,0
2023-04-10,0,1,0,0,0,0,1,0,0,0,0,0
2023-04-11,0,0,0,0,0,0,2,0,0,0,0,0
2023-04-12,0,0,0,1,5,0,2,0,0,0,0,0
2023-04-13,0,0,0,0,0,0,2,0,0,0,0,0
2023-04-14,0,0,0,0,2,0,4,0,0,0,0,0
2023-04-15,1,1,0,0,3,0,1,0,0,0,0,0
2023-04-16,1,1,0,0,2,0,3,2,0,1,0,0
2023-04-17,0,0,0,0,1,0,3,0,0,1,0,0
2023-04-18,0,0,2,1,2,0,5,0,0,0,0,0
2023-04-19,0,0,0,0,1,0,1,1,0,0,0,0
2023-04-20,0,0,0,0,1,0,1,0,0,0,0,0
2023-04-21,0,1,0,0,2,0,2,0,0,0,0,0
2023-04-22,1,0,0,1,0,0,4,1,0,0,0,0
2023-04-23,0,1,0,0,5,0,3,0,0,0,0,0
2023-04-24,0,0,1,0,0,0,0,0,0,0,0,0
2023-04-25,0,0,0,0,4,0,4,0,0,0,0,0
2023-04-26,1,0,0,0,1,0,0,0,0,0,0,0
2023-04-27,0,0,0,0,3,0,2,0,0,0,0,0
2023-04-28,1,0,0,0,3,0,0,0,0,0,0,1
2023-04-29,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-30,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-01,1,2,70,0,8,0,8,2,0,0,0,0
2023-05-02,37,35,0,33,1,0,1,35,35,49,0,0
2023-05-03,62,0,0,1,2,35,30,15,69,36,27,67
2023-05-04,34,0,74,17,2,0,59,0,0,63,62,68
2023-05-05,33,0,0,32,1,33,35,34,0,1,0,0
2023-05-06,1,62,20,25,1,5,2,21,33,26,1,35
2023-05-07,4,2,35,35,3,1,1,11,70,16,11,35
2023-05-08,12,31,34,33,2,32,2,11,1,1,34,1
2023-05-09,2,32,35,35,2,32,4,16,1,35,25,26
2023-05-10,34,1,34,35,2,35,3,69,70,51,35,63
2023-05-11,32,30,33,7,1,35,3,30,1,39,2,56
2023-05-12,45,66,65,28,34,32,3,35,31,34,34,33
2023-05-13,33,14,36,34,3,32,4,2,1,32,32,4
2023-05-14,30,35,33,1,39,5,2,12,50,13,35,36
2023-05-15,32,8,13,35,34,21,2,17,35,32,1,68
2023-05-16,65,1,34,1,2,35,3,33,34,0,2,58
2023-05-17,33,1,32,33,31,61,9,4,31,54,35,43
2023-05-18,27,88,31,33,1,1,38,1,35,1,28,5
2023-05-19,53,1,25,32,1,32,34,33,41,32,34,34
2023-05-20,1,8,34,34,2,24,11,1,38,2,34,3
2023-05-21,1,33,32,29,5,17,7,32,35,34,1,78
2023-05-22,8,1,34,32,39,30,1,33,34,1,31,24
2023-05-23,1,34,1,10,51,40,2,33,34,64,34,66
2023-05-24,33,33,2,62,9,1,1,1,0,1,32,30
2023-05-25,32,0,1,28,3,5,4,31,0,1,29,32
2023-05-26,1,56,1,35,1,9,20,31,35,33,1,33
2023-05-27,33,39,16,34,1,1,1,32,35,30,28,12
2023-05-28,2,1,10,11,2,34,2,1,32,0,35,10
2023-05-29,1,1,1,28,3,3,5,1,32,31,32,41
2023-05-30,29,64,24,30,32,16,1,32,30,0,33,8
2023-05-31,2,28,4,1,1,4,44,35,28,32,42,4
2023-06-01,33,34,32,33,5,24,5,21,0,0,33,2
2023-06-02,1,58,0,31,31,27,4,1,32,2,26,4
2023-06-03,38,75,12,1,2,34,1,22,12,5,28,30
2023-06-04,8,1,10,0,3,0,37,37,29,26,8,7
2023-06-05,0,0,0,0,1,0,2,6,0,28,0,0
2023-06-06,0,1,0,1,37,0,35,0,0,2,0,0
2023-06-07,0,2,0,0,0,0,5,0,30,0,0,0
2023-06-08,1,11,13,3,1,19,1,78,0,13,4,0
2023-06-09,0,34,0,1,1,0,3,0,0,0,0,0
2023-06-10,31,2,28,29,11,34,7,31,35,25,8,1
2023-06-11,31,18,7,10,2,8,32,7,11,1,7,2
2023-06-12,34,19,1,35,3,10,5,32,35,11,33,33
2023-06-13,32,63,26,28,4,32,66,4,1,2,54,3
2023-06-14,28,33,49,29,1,32,1,24,32,1,3,15
2023-06-15,1,1,35,58,2,30,2,34,34,33,36,1
2023-06-16,1,35,6,32,1,1,2,30,34,63,1,2
2023-06-17,25,17,1,30,2,34,4,48,34,31,31,32
2023-06-18,34,1,35,1,1,43,1,1,31,25,13,1
2023-06-19,1,61,1,21,4,1,1,28,27,1,1,35
2023-06-20,30,0,10,26,2,30,1,34,27,33,2,6
2023-06-21,35,26,55,1,26,29,2,35,3,25,1,35
2023-06-22,21,1,1,27,1,29,37,4,4,30,26,32
2023-06-23,29,33,30,29,1,44,1,34,26,1,6,16
2023-06-24,1,1,31,19,1,1,2,22,1,1,34,33
2023-06-25,30,24,31,2,16,25,4,24,33,1,34,20
2023-06-26,26,24,28,1,4,32,1,35,27,26,0,49
2023-06-27,45,32,1,4,3,35,4,30,2,1,30,0
2023-06-28,25,1,30,1,3,2,7,4,32,33,1,13
2023-06-29,1,6,24,11,1,5,26,9,21,37,28,8
2023-06-30,33,0,2,6,3,35,1,31,9,2,49,28
2023-07-01,1,8,0,43,4,5,2,7,29,1,30,28
2023-07-02,31,12,17,1,3,32,34,22,15,27,1,2
2023-07-03,8,30,26,1,36,4,43,31,23,1,25,6
2023-07-04,30,35,1,22,1,1,35,46,26,1,21,54
2023-07-05,21,5,11,2,29,1,4,1,29,3,1,2
2023-07-06,6,13,17,24,1,31,1,35,15,57,20,24
2023-07-07,6,2,33,35,3,5,4,1,30,6,35,24
2023-07-08,1,12,2,29,5,23,3,1,27,1,1,23
2023-07-09,54,32,33,21,2,12,2,1,1,58,5,29
2023-07-10,23,30,8,27,29,3,2,8,35,1,4,34
2023-07-11,31,16,33,1,1,17,40,26,43,29,10,22
2023-07-12,2,20,1,23,2,0,6,30,20,1,33,35
2023-07-13,20,1,5,5,1,1,1,1,6,1,1,4
2023-07-14,18,1,1,32,34,21,5,24,6,4,1,7
2023-07-15,1,7,3,1,5,5,4,2,27,1,7,0
2023-07-16,22,32,4,7,1,24,14,29,33,58,20,29
2023-07-17,18,22,1,9,25,0,3,32,3,0,35,0
2023-07-18,24,2,33,34,1,5,8,28,4,29,35,8
2023-07-19,4,6,23,7,3,9,1,16,31,1,4,2
2023-07-20,1,30,29,31,1,32,5,8,1,1,1,23
2023-07-21,1,1,26,1,8,32,3,1,1,32,0,12
2023-07-22,11,1,4,9,2,1,6,1,16,0,1,3
2023-07-23,1,2,31,1,1,26,5,7,25,1,35,25
2023-07-24,30,8,7,25,2,0,1,1,5,1,1,32
2023-07-25,23,1,25,34,2,3,43,9,34,6,29,33
2023-07-26,1,32,5,1,1,31,4,2,2,0,30,1
2023-07-27,34,2,4,29,1,31,3,17,24,2,34,29
2023-07-28,64,1,31,26,1,7,1,1,1,0,0,48
2023-07-29,36,1,35,1,1,0,6,4,13,1,55,36
2023-07-30,2,1,1,1,1,7,5,0,26,1,24,0
2023-07-31,17,1,54,1,2,10,5,4,35,2,26,30
2023-08-01,1,1,33,26,44,1,3,5,28,0,22,22
2023-08-02,18,1,1,31,1,30,3,43,1,25,35,16
2023-08-03,10,1,3,1,1,5,3,17,31,29,1,0
2023-08-04,1,33,33,2,1,23,1,9,2,36,1,8
2023-08-05,1,2,20,15,27,11,4,2,2,1,17,18
2023-08-06,6,24,33,1,27,5,3,4,34,23,1,35
2023-08-07,27,13,15,19,36,11,1,26,31,31,2,2
2023-08-08,31,1,28,1,43,7,2,1,4,28,17,26
2023-08-09,1,4,1,1,1,33,10,33,34,52,1,1
2023-08-10,60,29,1,6,4,2,6,1,1,1,2,14
2023-08-11,25,1,0,18,4,33,5,29,25,2,4,27
2023-08-12,2,10,26,19,2,10,3,0,26,20,31,34
2023-08-13,36,8,7,5,3,7,4,19,28,32,30,34
2023-08-14,44,28,26,32,2,7,6,1,34,35,31,3
2023-08-15,19,32,33,2,4,8,9,1,0,30,19,20
2023-08-16,27,1,18,23,2,30,5,1,3,22,23,24
2023-08-17,32,23,2,8,1,16,33,21,11,25,1,25
2023-08-18,17,49,4,12,3,29,6,1,32,1,33,11
2023-08-19,31,1,1,3,2,53,2,14,22,28,15,10
2023-08-20,19,30,25,17,3,3,2,5,35,23,1,2
2023-08-21,1,3,12,32,3,10,3,6,1,26,1,3
2023-08-22,7,3,35,1,2,25,1,4,13,2,0,9
2023-08-23,35,33,23,28,38,61,31,1,26,1,35,10
2023-08-24,16,0,48,0,2,1,8,49,1,0,1,24
2023-08-25,32,51,25,1,50,2,1,14,5,23,13,2
2023-08-26,33,1,1,20,1,9,25,1,32,5,1,35
2023-08-27,29,32,24,8,1,9,4,2,2,0,45,27
2023-08-28,0,6,1,12,1,25,4,1,22,30,32,17
2023-08-29,6,2,33,0,3,26,4,37,6,1,34,18
2023-08-30,1,1,43,1,1,7,2,1,30,1,31,4
2023-08-31,1,8,32,51,1,35,1,2,17,23,34,12
2023-09-01,8,4,31,29,11,27,3,28,18,47,32,30
2023-09-02,5,1,1,25,2,4,1,1,32,19,26,1
2023-09-03,7,19,1,28,2,1,2,34,3,0,15,1
2023-09-04,1,1,21,1,38,14,3,4,0,50,1,68
2023-09-05,6,24,1,23,1,21,32,1,2,7,13,35
2023-09-06,32,21,1,9,2,1,27,36,2,0,33,9
2023-09-07,22,34,3,23,2,8,4,26,29,4,9,1
2023-09-08,3,19,32,42,1,5,3,1,6,26,9,5
2023-09-09,22,1,35,26,1,33,2,1,33,23,2,31
2023-09-10,56,30,2,62,1,2,44,10,43,9,22,29
2023-09-11,8,0,29,10,1,4,8,1,6,23,15,1
2023-09-12,6,25,40,1,2,0,1,1,30,3,26,35
2023-09-13,21,24,11,3,1,10,4,52,0,0,1,52
2023-09-14,4,54,29,1,2,15,1,26,32,6,4,5
2023-09-15,26,2,3,5,2,14,1,23,16,32,31,1
2023-09-16,1,6,19,34,35,37,6,29,28,31,16,31
2023-09-17,2,11,29,11,1,2,4,37,28,28,27,58
2023-09-18,36,1,1,0,3,13,3,0,10,0,7,21
2023-09-19,23,1,9,3,3,1,7,5,4,10,2,24
2023-09-20,0,2,0,4,5,4,2,31,3,0,35,19
2023-09-21,1,30,2,3,5,4,2,39,20,2,29,4
2023-09-22,1,3,3,14,2,3,1,28,4,4,4,26
2023-09-23,1,3,25,28,1,58,3,31,0,1,6,0
2023-09-24,24,17,1,34,1,3,34,31,7,25,18,4
2023-09-25,1,4,3,2,1,5,4,23,2,27,26,2
2023-09-26,28,6,35,23,2,46,2,2,18,31,2,16
2023-09-27,32,34,17,25,2,34,1,1,33,6,12,3
2023-09-28,33,2,24,34,1,12,14,23,23,20,2,6
2023-09-29,6,2,1,1,1,5,5,33,5,0,1,1
2023-09-30,36,36,1,6,4,1,35,24,23,34,1,39
2023-10-01,26,36,23,1,1,5,3,6,3,1,1,2
2023-10-02,6,33,26,31,23,5,30,1,1,34,68,31
2023-10-03,1,27,32,13,1,3,1,15,31,27,1,27
2023-10-04,7,31,6,23,2,2,1,67,7,2,9,26
2023-10-05,34,10,21,34,35,10,23,7,10,26,32,15
2023-10-06,6,51,3,31,2,34,3,31,1,1,1,4
2023-10-07,23,6,38,2,3,58,33,14,10,0,33,10
2023-10-08,1,33,33,39,30,28,5,26,23,70,35,11
2023-10-09,4,24,5,2,1,1,2,31,15,1,6,30
2023-10-10,10,1,1,2,1,1,35,3,2,3,5,62
2023-10-11,1,1,24,28,1,2,35,1,0,21,31,1
2023-10-12,24,28,5,2,57,14,4,10,2,1,27,27
2023-10-13,33,26,24,5,6,2,2,28,32,33,1,26
2023-10-14,12,1,2,4,10,7,1,3,22,0,27,7
2023-10-15,1,23,35,1,4,7,2,1,35,22,30,56
2023-10-16,6,3,2,5,4,30,3,7,1,1,35,28
2023-10-17,1,1,29,29,5,30,1,24,3,0,5,3
2023-10-18,16,44,1,14,3,33,1,35,35,33,22,2
2023-10-19,4,24,5,22,1,20,36,44,24,55,1,5
2023-10-20,6,0,11,2,34,21,1,28,4,0,54,13
2023-10-21,25,9,11,1,3,1,2,30,8,0,13,2
2023-10-22,7,1,13,1,2,4,2,23,1,29,24,23
2023-10-23,27,7,30,1,1,9,6,2,31,26,0,2
2023-10-24,19,1,1,27,1,3,33,1,25,0,42,47
2023-10-25,3,32,0,28,2,24,1,30,5,1,23,34
2023-10-26,2,28,32,26,53,34,1,1,4,26,34,6
2023-10-27,25,30,3,25,4,44,1,27,29,2,1,7
2023-10-28,1,29,13,7,24,23,4,3,1,22,1,2
2023-10-29,6,33,21,2,2,25,3,12,2,3,20,12
2023-10-30,14,2,49,24,2,2,2,1,4,0,1,2
2023-10-31,33,1,25,6,2,0,2,46,4,31,8,9
2023-11-01,4,8,33,3,3,39,1,4,1,1,3,8
2023-11-02,3,8,1,1,4,24,2,1,1,28,1,20
2023-11-03,1,26,1,1,1,27,7,43,11,22,21,30
2023-11-04,2,1,30,2,1,0,39,7,25,0,6,29
2023-11-05,10,7,4,1,2,4,9,1,20,0,4,8
2023-11-06,52,1,1,6,1,33,33,21,2,0,1,7
2023-11-07,1,1,28,5,2,3,15,34,2,10,8,2
2023-11-08,2,8,8,20,1,6,3,17,31,1,1,32
2023-11-09,1,2,34,6,27,35,4,11,4,38,0,2
2023-11-10,5,1,1,24,20,5,3,1,1,0,21,6
2023-11-11,9,26,22,23,1,50,3,23,5,3,1,4
2023-11-12,1,6,1,19,4,2,4,28,47,28,1,3
2023-11-13,1,17,1,2,2,16,3,1,4,1,1,31
2023-11-14,1,2,0,4,2,20,5,5,7,8,3,1
2023-11-15,4,26,2,31,1,1,3,34,1,0,17,13
2023-11-16,0,33,33,16,1,1,33,0,33,0,12,0
2023-11-17,7,14,32,31,26,2,1,29,5,0,31,5
2023-11-18,2,0,28,12,32,1,3,2,3,30,25,0
2023-11-19,74,2,5,34,2,15,42,0,30,11,0,28
2023-11-20,1,25,6,0,1,19,4,14,2,4,16,3
2023-11-21,5,26,30,1,3,29,2,31,0,3,3,9
2023-11-22,0,67,28,1,1,2,2,6,31,0,33,43
2023-11-23,8,1,20,2,1,25,2,33,23,5,33,29
2023-11-24,1,6,33,1,1,35,3,13,28,18,21,0
2023-11-25,6,1,22,1,2,26,2,0,1,35,11,25
2023-11-26,1,1,32,1,1,10,34,0,0,1,10,4
2023-11-27,1,1,13,28,2,5,7,20,0,5,1,21
2023-11-28,1,16,1,6,1,1,19,2,2,5,0,0
2023-11-29,4,18,26,1,4,0,1,2,24,0,4,34
2023-11-30,1,30,5,2,3,33,2,1,0,22,20,1
2023-12-01,1,31,5,0,1,1,3,0,5,29,1,24
2023-12-02,1,1,5,28,15,1,5,1,27,19,0,27
2023-12-03,3,1,21,15,3,29,3,5,0,0,3,7
2023-12-04,1,0,33,0,1,20,1,7,16,0,5,3
2023-12-05,1,6,33,0,24,3,1,7,1,5,34,29
2023-12-06,3,1,1,31,32,9,2,10,1,31,11,3
2023-12-07,1,1,0,0,1,1,6,9,0,21,1,3
2023-12-08,1,1,28,28,1,8,1,7,1,0,3,5
2023-12-09,3,1,8,25,3,3,2,1,30,31,1,0
2023-12-10,4,10,2,0,1,5,1,1,1,8,0,26
2023-12-11,15,0,23,11,1,1,7,0,0,1,2,2
2023-12-12,25,0,0,32,1,26,2,1,29,1,28,4
2023-12-13,20,0,2,35,1,7,4,25,8,34,0,21
2023-12-14,25,9,8,17,1,5,1,31,5,27,24,24
2023-12-15,29,9,14,1,1,0,17,1,1,32,0,34
2023-12-16,1,10,26,21,1,26,2,0,1,30,1,3
2023-12-17,1,1,22,28,4,0,4,0,1,29,1,0
2023-12-18,24,0,26,1,28,0,4,1,32,29,0,2
2023-12-19,25,1,13,3,2,2,3,0,19,7,6,9
2023-12-20,1,23,0,23,4,7,1,8,19,0,1,9
2023-12-21,11,28,27,2,2,2,1,27,9,10,27,0
2023-12-22,6,20,3,33,1,1,2,2,0,25,16,1
2023-12-23,1,1,31,4,1,32,1,1,7,1,26,26
2023-12-24,31,7,2,4,1,1,39,7,12,1,0,0
2023-12-25,31,22,3,11,3,12,2,0,0,1,14,2
2023-12-26,30,1,29,24,34,3,1,1,29,0,1,31
2023-12-27,11,34,4,1,2,32,5,3,1,30,6,15
2023-12-28,1,0,6,1,3,14,1,9,1,12,0,0
2023-12-29,1,3,3,6,1,30,2,35,2,2,25,1
2023-12-30,22,18,3,35,2,12,3,1,3,9,6,0
2023-12-31,0,31,34,16,1,1,4,1,1,1,33,0
2024-01-01,0,17,0,8,1,1,3,30,16,0,10,1
2024-01-02,6,2,4,0,35,1,2,13,20,34,1,14
2024-01-03,2,25,26,14,2,0,2,1,0,1,32,1
2024-01-04,28,0,16,1,32,10,1,2,0,24,1,33
2024-01-05,3,6,0,25,2,0,6,1,1,15,0,1
2024-01-06,1,1,3,5,2,0,4,6,2,3,0,1
2024-01-07,6,1,16,6,1,23,3,4,5,20,4,0
2024-01-08,10,5,0,6,5,18,2,17,7,0,5,0
2024-01-09,0,1,1,16,3,33,13,14,29,16,0,43
2024-01-10,1,1,39,5,1,6,1,0,23,0,21,8
2024-01-11,12,35,26,4,2,33,5,1,3,0,33,4
2024-01-12,24,1,2,0,2,0,2,17,5,1,1,1
2024-01-13,1,1,0,28,1,18,3,19,0,0,1,0
2024-01-14,1,2,2,18,2,28,2,3,3,1,1,0
2024-01-15,1,1,17,1,2,2,5,1,1,30,1,1
2024-01-16,26,33,33,33,3,19,2,29,29,3,1,0
2024-01-17,1,1,2,2,1,2,4,0,29,25,0,4
2024-01-18,0,25,11,7,1,3,3,29,30,0,3,4
2024-01-19,0,1,0,0,3,17,3,1,20,7,1,35
